user_id,age,gender,occupation,zip_code
1106,44,F,artist,52997
1107,32,M,engineer,81408
1108,30,M,analyst,47984
1109,52,M,manager,50811
1110,62,M,accountant,53300
1111,19,M,lawyer,30004
1112,18,F,engineer,43346
1113,15,F,designer,42480
1114,43,M,artist,72034
1115,54,M,engineer,38404
1116,47,F,lawyer,93644
1117,46,F,designer,66238
1118,48,F,manager,80737
1119,33,F,artist,86411
1120,42,M,developer,31339
1121,59,F,writer,33140
1122,69,M,scientist,13135
1123,73,M,manager,64164
1124,22,M,artist,60654
1125,31,M,engineer,95343
1126,43,F,engineer,72343
1127,73,F,artist,27521
1128,31,M,developer,18261
1129,74,F,nurse,38478
1130,70,M,teacher,58981
1131,23,M,accountant,80085
1132,64,F,teacher,94143
1133,44,M,accountant,15814
1134,40,F,sales,32838
1135,31,M,student,49658
1136,64,M,student,66509
1137,54,M,nurse,41173
1138,46,F,analyst,63834
1139,36,M,accountant,85337
1140,33,F,developer,38853
1141,24,F,artist,48025
1142,43,M,analyst,26611
1143,31,M,accountant,78570
1144,16,F,lawyer,33223
1145,52,M,analyst,31242
1146,32,M,accountant,34779
1147,35,F,analyst,83526
1148,49,M,nurse,44219
1149,54,F,manager,86988
1150,44,F,designer,23275
1151,62,F,doctor,67763
1152,18,F,nurse,86659
1153,74,M,teacher,17918
1154,67,F,analyst,14876
1155,55,F,developer,55556
1156,51,M,designer,27974
1157,54,F,scientist,68138
1158,58,F,sales,18316
1159,64,M,developer,22165
1160,28,F,writer,17605
1161,71,M,artist,76377
1162,69,F,manager,11304
1163,21,F,student,49451
1164,58,M,scientist,32589
1165,31,F,sales,72543
1166,49,M,sales,94287
1167,73,M,analyst,93770
1168,66,M,manager,36074
1169,37,M,manager,28689
1170,63,F,scientist,77624
1171,68,F,teacher,40739
1172,24,M,analyst,28100
1173,22,F,manager,27767
1174,49,M,scientist,90211
1175,37,M,sales,61687
1176,57,F,developer,94467
1177,70,F,doctor,31078
1178,39,M,writer,67383
1179,34,M,doctor,45627
1180,30,F,analyst,62122
1181,48,M,student,77643
1182,35,F,manager,12115
1183,42,M,designer,73595
1184,16,F,writer,97378
1185,33,F,scientist,66224
1186,65,M,engineer,92468
1187,42,F,writer,98334
1188,43,F,developer,77565
1189,17,F,nurse,80315
1190,64,F,designer,41822
1191,74,M,engineer,28737
1192,25,M,doctor,81369
1193,61,F,lawyer,55771
1194,72,F,engineer,93202
1195,28,M,teacher,97167
1196,19,M,analyst,66415
1197,69,F,manager,41346
1198,45,F,scientist,27580
1199,29,F,accountant,89725
1200,55,F,teacher,72968
1201,48,M,developer,64369
1202,52,M,doctor,84779
1203,41,M,doctor,42645
1204,61,F,scientist,72733
1205,61,F,engineer,58789
1206,29,F,accountant,75329
1207,49,F,analyst,21788
1208,68,M,designer,43204
1209,29,F,doctor,72026
1210,25,M,sales,44541
1211,73,F,artist,50350
1212,41,F,teacher,54942
1213,22,M,artist,43212
1214,25,F,artist,40069
1215,32,M,developer,89081
1216,42,F,manager,16170
1217,71,M,engineer,23691
1218,43,F,lawyer,61960
1219,74,M,artist,51861
1220,21,F,developer,10199
1221,19,F,doctor,68143
1222,70,M,sales,96129
1223,55,M,nurse,33437
1224,56,F,teacher,43338
1225,58,M,developer,17284
1226,42,F,nurse,60708
1227,56,M,student,87983
1228,63,M,developer,76325
1229,54,M,designer,64956
1230,20,M,teacher,49148
1231,72,F,engineer,30130
1232,42,F,lawyer,64638
1233,31,M,writer,39864
1234,56,F,sales,84418
1235,50,F,accountant,39211
1236,35,M,sales,68136
1237,53,F,teacher,82643
1238,34,F,doctor,19765
1239,20,M,doctor,17965
1240,74,F,developer,22465
1241,32,F,artist,18925
1242,51,F,engineer,53218
1243,32,F,doctor,38188
1244,47,F,developer,77581
1245,37,F,designer,89272
1246,65,F,lawyer,78429
1247,73,F,doctor,29100
1248,22,M,lawyer,35332
1249,61,F,lawyer,83076
1250,73,M,engineer,19773
1251,32,M,doctor,56022
1252,23,M,developer,30562
1253,59,F,doctor,82763
1254,49,M,teacher,60269
1255,51,F,manager,50715
1256,60,M,accountant,41897
1257,37,M,student,18461
1258,64,F,designer,73103
1259,40,F,writer,32136
1260,46,F,designer,21272
1261,27,M,developer,25143
1262,52,F,manager,34274
1263,30,F,scientist,83442
1264,23,F,engineer,19182
1265,73,M,analyst,40193
1266,16,F,manager,97321
1267,47,M,doctor,28449
1268,51,M,nurse,73867
1269,57,M,designer,17306
1270,56,F,developer,98155
1271,22,M,writer,76101
1272,37,F,manager,37413
1273,25,F,teacher,25297
1274,23,M,writer,15367
1275,39,M,developer,99662
1276,20,F,engineer,31377
1277,39,M,engineer,14381
1278,28,F,artist,16926
1279,67,M,engineer,49790
1280,68,M,engineer,21638
1281,44,M,student,98134
1282,73,M,manager,73330
1283,40,M,teacher,17056
1284,62,M,engineer,76943
1285,15,M,sales,65666
1286,32,F,designer,94780
1287,54,M,accountant,86514
1288,42,M,accountant,36448
1289,16,M,sales,18933
1290,69,F,accountant,51363
1291,28,F,sales,53674
1292,44,F,analyst,46521
1293,29,F,analyst,21428
1294,52,M,developer,16488
1295,27,F,accountant,62854
1296,28,F,manager,45924
1297,36,M,artist,88105
1298,34,F,developer,98563
1299,56,F,analyst,15463
1300,26,F,nurse,85114
1301,20,F,writer,94709
1302,36,M,engineer,53660
1303,33,M,manager,87294
1304,26,F,lawyer,26283
1305,55,M,artist,66116
1306,18,F,analyst,84658
1307,45,F,teacher,23399
1308,45,M,nurse,74458
1309,41,F,doctor,43042
1310,44,F,analyst,11834
1311,63,M,teacher,30698
1312,16,M,lawyer,69980
1313,62,M,nurse,75853
1314,25,F,analyst,67066
1315,17,M,teacher,70134
1316,61,M,artist,14593
1317,55,M,engineer,19998
1318,73,F,doctor,42722
1319,57,M,lawyer,90507
1320,41,M,analyst,48222
1321,49,M,doctor,28269
1322,42,F,developer,95746
1323,66,F,nurse,37364
1324,19,F,analyst,88567
1325,59,F,analyst,65523
1326,47,M,accountant,69773
1327,21,M,artist,35381
1328,68,M,sales,82142
1329,64,F,nurse,26499
1330,61,M,sales,56805
1331,54,F,teacher,98202
1332,72,M,nurse,73372
1333,17,F,analyst,49703
1334,52,M,student,18931
1335,41,F,scientist,89023
1336,15,F,designer,56548
1337,45,M,writer,13200
1338,67,F,doctor,22093
1339,51,F,accountant,88776
1340,64,M,sales,56788
1341,25,F,student,78835
1342,42,M,sales,99468
1343,26,M,engineer,22037
1344,52,M,teacher,46914
1345,43,F,manager,81173
1346,56,M,artist,92340
1347,53,F,scientist,48517
1348,28,M,accountant,56908
1349,24,F,engineer,77535
1350,43,M,manager,54583
1351,31,F,engineer,96477
1352,62,F,writer,67684
1353,34,F,accountant,43668
1354,30,M,analyst,90780
1355,15,F,student,65358
1356,17,M,scientist,88111
1357,44,F,lawyer,28301
1358,68,F,sales,60765
1359,16,F,lawyer,73443
1360,46,M,nurse,71541
1361,57,M,teacher,19131
1362,18,F,teacher,97476
1363,28,M,doctor,86335
1364,44,M,developer,63843
1365,31,F,writer,90547
1366,34,M,engineer,44059
1367,62,M,sales,61624
1368,73,M,manager,15593
1369,73,M,artist,23002
1370,40,F,student,30219
1371,32,M,teacher,60230
1372,39,F,lawyer,17815
1373,24,F,designer,36715
1374,32,M,manager,93339
1375,38,M,teacher,55922
1376,65,M,student,94667
1377,27,M,engineer,52190
1378,20,M,student,18514
1379,34,M,doctor,70605
1380,52,F,designer,78653
1381,15,F,designer,82633
1382,20,M,sales,75002
1383,45,F,writer,90927
1384,51,M,manager,41510
1385,23,M,doctor,90388
1386,69,F,accountant,93800
1387,69,F,engineer,78976
1388,62,M,engineer,62843
1389,62,M,doctor,28302
1390,68,F,teacher,17071
1391,42,M,doctor,89092
1392,26,M,accountant,74902
1393,45,F,doctor,37478
1394,45,M,scientist,74800
1395,42,F,lawyer,44991
1396,30,M,sales,96988
1397,74,F,artist,11688
1398,48,F,designer,14559
1399,65,F,sales,52807
1400,17,F,sales,75133
1401,33,F,teacher,39892
1402,35,M,lawyer,68155
1403,45,F,scientist,39601
1404,65,F,teacher,10344
1405,28,M,scientist,34861
1406,30,M,manager,92834
1407,42,M,teacher,34493
1408,26,F,doctor,38894
1409,41,F,designer,65323
1410,64,F,student,64413
1411,47,M,sales,36373
1412,69,F,lawyer,86500
1413,50,M,doctor,30293
1414,56,F,artist,34489
1415,22,M,analyst,40480
1416,74,F,teacher,38465
1417,48,F,teacher,95996
1418,16,F,teacher,29171
1419,60,M,artist,96663
1420,30,F,scientist,13049
1421,51,F,manager,54062
1422,44,F,lawyer,51400
1423,66,F,teacher,74627
1424,33,F,developer,89432
1425,57,F,writer,58702
1426,60,M,scientist,96761
1427,50,M,student,62497
1428,26,M,manager,64520
1429,51,M,scientist,89855
1430,36,M,lawyer,66482
1431,50,F,scientist,34523
1432,38,M,doctor,30621
1433,66,F,sales,52329
1434,20,F,designer,68460
1435,36,M,sales,86105
1436,24,M,sales,49758
1437,27,M,analyst,34689
1438,45,F,accountant,79607
1439,30,F,manager,61921
1440,72,F,analyst,22602
1441,69,M,developer,78431
1442,64,F,nurse,69889
1443,33,M,accountant,69938
1444,39,M,nurse,71126
1445,29,F,writer,84950
1446,26,F,student,78206
1447,61,F,artist,32393
1448,38,M,teacher,66693
1449,32,M,accountant,31200
1450,39,M,manager,61267
1451,16,F,scientist,76666
1452,29,F,artist,74323
1453,73,F,teacher,52555
1454,24,F,teacher,42803
1455,43,F,accountant,90602
1456,37,M,doctor,64729
1457,71,F,accountant,21513
1458,67,M,analyst,94580
1459,73,M,lawyer,36403
1460,70,F,artist,47960
1461,42,F,engineer,82347
1462,71,F,teacher,98788
1463,31,M,developer,49236
1464,64,F,accountant,89315
1465,23,F,accountant,95324
1466,51,M,teacher,99604
1467,62,M,nurse,93653
1468,62,M,scientist,75877
1469,28,F,nurse,75863
1470,32,M,manager,31279
1471,56,M,accountant,30822
1472,36,M,nurse,28483
1473,37,F,teacher,30268
1474,20,F,doctor,92426
1475,56,F,analyst,12348
1476,37,M,doctor,82665
1477,72,F,scientist,17874
1478,43,F,manager,52703
1479,52,M,doctor,84544
1480,35,F,sales,53968
1481,29,F,lawyer,68820
1482,33,F,writer,44593
1483,40,M,nurse,72162
1484,39,M,developer,96112
1485,67,F,lawyer,50333
1486,59,F,developer,34864
1487,71,F,artist,47441
1488,54,M,manager,65851
1489,62,F,designer,68221
1490,18,M,lawyer,76986
1491,62,M,accountant,62742
1492,22,F,student,73079
1493,26,M,doctor,42203
1494,54,M,scientist,51507
1495,73,M,scientist,16034
1496,25,M,analyst,50961
1497,48,F,doctor,30911
1498,64,M,doctor,37635
1499,40,M,analyst,67998
1500,24,F,teacher,18757
